shift_log_id,machine_id,shift_start,shift_type,planned_time_min,operating_time_min,downtime_min,downtime_reason,total_units,good_units,defective_units
SFT_00779,MCH_L3_03,2023-09-17 16:00:00,Shift C (Night),480,480,0,None,855,817,38
SFT_00780,MCH_L1_02,2023-09-18 00:00:00,Shift A (Morning),480,480,0,None,901,878,23
SFT_00781,MCH_L3_01,2023-09-18 08:00:00,Shift B (Evening),480,480,0,None,886,857,29
SFT_00782,MCH_L1_03,2023-09-18 16:00:00,Shift C (Night),480,480,0,None,912,895,17
SFT_00783,MCH_L3_05,2023-09-19 00:00:00,Shift A (Morning),480,412,68,Pressure Loss,752,731,21
SFT_00784,MCH_L2_01,2023-09-19 08:00:00,Shift B (Evening),480,475,5,Tool Breakdown,897,877,20
SFT_00785,MCH_L1_02,2023-09-19 16:00:00,Shift C (Night),480,480,0,None,918,879,39
SFT_00786,MCH_L3_04,2023-09-20 00:00:00,Shift A (Morning),480,480,0,None,928,917,11
SFT_00787,MCH_L2_05,2023-09-20 08:00:00,Shift B (Evening),480,474,6,Tool Breakdown,920,894,26
SFT_00788,MCH_L2_04,2023-09-20 16:00:00,Shift C (Night),480,480,0,None,884,869,15
SFT_00789,MCH_L3_05,2023-09-21 00:00:00,Shift A (Morning),480,480,0,None,924,911,13
SFT_00790,MCH_L2_02,2023-09-21 08:00:00,Shift B (Evening),480,414,66,Tool Breakdown,752,744,8
SFT_00791,MCH_L2_03,2023-09-21 16:00:00,Shift C (Night),480,440,40,Material Starvation,800,769,31
SFT_00792,MCH_L3_05,2023-09-22 00:00:00,Shift A (Morning),480,480,0,None,870,839,31
SFT_00793,MCH_L2_04,2023-09-22 08:00:00,Shift B (Evening),480,480,0,None,937,902,35
SFT_00794,MCH_L3_01,2023-09-22 16:00:00,Shift C (Night),480,480,0,None,849,813,36
SFT_00795,MCH_L1_03,2023-09-23 00:00:00,Shift A (Morning),480,480,0,None,866,834,32
SFT_00796,MCH_L3_03,2023-09-23 08:00:00,Shift B (Evening),480,472,8,Tool Breakdown,874,841,33
SFT_00797,MCH_L1_02,2023-09-23 16:00:00,Shift C (Night),480,480,0,None,909,864,45
SFT_00798,MCH_L1_05,2023-09-24 00:00:00,Shift A (Morning),480,480,0,None,894,856,38
SFT_00799,MCH_L2_04,2023-09-24 08:00:00,Shift B (Evening),480,480,0,None,888,849,39
SFT_00800,MCH_L1_03,2023-09-24 16:00:00,Shift C (Night),480,480,0,None,919,898,21
SFT_00801,MCH_L3_02,2023-09-25 00:00:00,Shift A (Morning),480,480,0,None,931,900,31
SFT_00802,MCH_L3_04,2023-09-25 08:00:00,Shift B (Evening),480,433,47,Pressure Loss,784,762,22
SFT_00803,MCH_L3_01,2023-09-25 16:00:00,Shift C (Night),480,480,0,None,908,874,34
SFT_00804,MCH_L2_05,2023-09-26 00:00:00,Shift A (Morning),480,480,0,None,915,903,12
SFT_00805,MCH_L2_04,2023-09-26 08:00:00,Shift B (Evening),480,480,0,None,870,844,26
SFT_00806,MCH_L1_05,2023-09-26 16:00:00,Shift C (Night),480,480,0,None,862,836,26
SFT_00807,MCH_L2_03,2023-09-27 00:00:00,Shift A (Morning),480,480,0,None,904,872,32
SFT_00808,MCH_L3_04,2023-09-27 08:00:00,Shift B (Evening),480,480,0,None,891,862,29
SFT_00809,MCH_L1_05,2023-09-27 16:00:00,Shift C (Night),480,480,0,None,848,835,13
SFT_00810,MCH_L2_04,2023-09-28 00:00:00,Shift A (Morning),480,480,0,None,899,862,37
SFT_00811,MCH_L3_05,2023-09-28 08:00:00,Shift B (Evening),480,480,0,None,867,839,28
SFT_00812,MCH_L1_04,2023-09-28 16:00:00,Shift C (Night),480,480,0,None,885,870,15
SFT_00813,MCH_L3_02,2023-09-29 00:00:00,Shift A (Morning),480,480,0,None,891,866,25
SFT_00814,MCH_L3_02,2023-09-29 08:00:00,Shift B (Evening),480,480,0,None,911,902,9
SFT_00815,MCH_L2_05,2023-09-29 16:00:00,Shift C (Night),480,462,18,Pressure Loss,882,847,35
SFT_00816,MCH_L2_03,2023-09-30 00:00:00,Shift A (Morning),480,480,0,None,847,810,37
SFT_00817,MCH_L2_01,2023-09-30 08:00:00,Shift B (Evening),480,431,49,Calibration Lag,784,771,13
SFT_00818,MCH_L2_01,2023-09-30 16:00:00,Shift C (Night),480,480,0,None,894,885,9
SFT_00819,MCH_L3_05,2023-10-01 00:00:00,Shift A (Morning),480,480,0,None,901,859,42
SFT_00820,MCH_L2_02,2023-10-01 08:00:00,Shift B (Evening),480,480,0,None,848,821,27
SFT_00821,MCH_L2_05,2023-10-01 16:00:00,Shift C (Night),480,480,0,None,895,855,40
SFT_00822,MCH_L2_01,2023-10-02 00:00:00,Shift A (Morning),480,480,0,None,885,849,36
SFT_00823,MCH_L2_04,2023-10-02 08:00:00,Shift B (Evening),480,480,0,None,881,854,27
SFT_00824,MCH_L3_03,2023-10-02 16:00:00,Shift C (Night),480,480,0,None,911,880,31
SFT_00825,MCH_L1_05,2023-10-03 00:00:00,Shift A (Morning),480,480,0,None,902,858,44
SFT_00826,MCH_L3_05,2023-10-03 08:00:00,Shift B (Evening),480,480,0,None,927,886,41
SFT_00827,MCH_L3_05,2023-10-03 16:00:00,Shift C (Night),480,442,38,Calibration Lag,789,768,21
SFT_00828,MCH_L2_02,2023-10-04 00:00:00,Shift A (Morning),480,425,55,Tool Breakdown,752,721,31
SFT_00829,MCH_L2_04,2023-10-04 08:00:00,Shift B (Evening),480,480,0,None,922,880,42
SFT_00830,MCH_L2_03,2023-10-04 16:00:00,Shift C (Night),480,469,11,Calibration Lag,890,880,10
SFT_00831,MCH_L3_02,2023-10-05 00:00:00,Shift A (Morning),480,388,92,Material Starvation,741,712,29
SFT_00832,MCH_L2_03,2023-10-05 08:00:00,Shift B (Evening),480,480,0,None,900,878,22
SFT_00833,MCH_L1_05,2023-10-05 16:00:00,Shift C (Night),480,480,0,None,898,866,32
SFT_00834,MCH_L2_02,2023-10-06 00:00:00,Shift A (Morning),480,480,0,None,937,923,14
SFT_00835,MCH_L3_01,2023-10-06 08:00:00,Shift B (Evening),480,480,0,None,865,842,23
SFT_00836,MCH_L3_03,2023-10-06 16:00:00,Shift C (Night),480,480,0,None,928,907,21
SFT_00837,MCH_L3_02,2023-10-07 00:00:00,Shift A (Morning),480,480,0,None,902,880,22
SFT_00838,MCH_L2_05,2023-10-07 08:00:00,Shift B (Evening),480,480,0,None,869,836,33
SFT_00839,MCH_L1_01,2023-10-07 16:00:00,Shift C (Night),480,480,0,None,928,890,38
SFT_00840,MCH_L1_03,2023-10-08 00:00:00,Shift A (Morning),480,468,12,Calibration Lag,835,797,38
SFT_00841,MCH_L3_04,2023-10-08 08:00:00,Shift B (Evening),480,480,0,None,870,850,20
SFT_00842,MCH_L1_04,2023-10-08 16:00:00,Shift C (Night),480,480,0,None,907,868,39
SFT_00843,MCH_L1_04,2023-10-09 00:00:00,Shift A (Morning),480,480,0,None,917,908,9
SFT_00844,MCH_L2_02,2023-10-09 08:00:00,Shift B (Evening),480,480,0,None,887,873,14
SFT_00845,MCH_L3_03,2023-10-09 16:00:00,Shift C (Night),480,480,0,None,931,894,37
SFT_00846,MCH_L2_04,2023-10-10 00:00:00,Shift A (Morning),480,478,2,Tool Breakdown,868,854,14
SFT_00847,MCH_L2_05,2023-10-10 08:00:00,Shift B (Evening),480,480,0,None,911,895,16
SFT_00848,MCH_L3_01,2023-10-10 16:00:00,Shift C (Night),480,480,0,None,859,848,11
SFT_00849,MCH_L3_02,2023-10-11 00:00:00,Shift A (Morning),480,473,7,Material Starvation,874,863,11
SFT_00850,MCH_L2_03,2023-10-11 08:00:00,Shift B (Evening),480,480,0,None,902,893,9
SFT_00851,MCH_L1_04,2023-10-11 16:00:00,Shift C (Night),480,452,28,Material Starvation,859,840,19
SFT_00852,MCH_L1_05,2023-10-12 00:00:00,Shift A (Morning),480,480,0,None,869,829,40
SFT_00853,MCH_L3_05,2023-10-12 08:00:00,Shift B (Evening),480,480,0,None,904,882,22
SFT_00854,MCH_L3_05,2023-10-12 16:00:00,Shift C (Night),480,480,0,None,918,885,33
SFT_00855,MCH_L1_02,2023-10-13 00:00:00,Shift A (Morning),480,480,0,None,871,833,38
SFT_00856,MCH_L2_01,2023-10-13 08:00:00,Shift B (Evening),480,480,0,None,886,852,34
SFT_00857,MCH_L2_04,2023-10-13 16:00:00,Shift C (Night),480,449,31,Tool Breakdown,832,791,41
SFT_00858,MCH_L1_05,2023-10-14 00:00:00,Shift A (Morning),480,480,0,None,895,882,13
SFT_00859,MCH_L1_02,2023-10-14 08:00:00,Shift B (Evening),480,480,0,None,875,864,11
SFT_00860,MCH_L2_05,2023-10-14 16:00:00,Shift C (Night),480,480,0,None,938,910,28
SFT_00861,MCH_L1_04,2023-10-15 00:00:00,Shift A (Morning),480,480,0,None,863,849,14
SFT_00862,MCH_L3_04,2023-10-15 08:00:00,Shift B (Evening),480,480,0,None,846,828,18
SFT_00863,MCH_L2_02,2023-10-15 16:00:00,Shift C (Night),480,480,0,None,861,823,38
SFT_00864,MCH_L3_05,2023-10-16 00:00:00,Shift A (Morning),480,475,5,Pressure Loss,880,861,19
SFT_00865,MCH_L1_01,2023-10-16 08:00:00,Shift B (Evening),480,431,49,Tool Breakdown,767,760,7
SFT_00866,MCH_L3_03,2023-10-16 16:00:00,Shift C (Night),480,480,0,None,913,889,24
SFT_00867,MCH_L1_03,2023-10-17 00:00:00,Shift A (Morning),480,472,8,Material Starvation,839,809,30
SFT_00868,MCH_L1_05,2023-10-17 08:00:00,Shift B (Evening),480,443,37,Tool Breakdown,852,827,25
SFT_00869,MCH_L2_04,2023-10-17 16:00:00,Shift C (Night),480,462,18,Material Starvation,825,792,33
SFT_00870,MCH_L3_05,2023-10-18 00:00:00,Shift A (Morning),480,480,0,None,869,830,39
SFT_00871,MCH_L1_05,2023-10-18 08:00:00,Shift B (Evening),480,476,4,Material Starvation,896,875,21
SFT_00872,MCH_L3_02,2023-10-18 16:00:00,Shift C (Night),480,480,0,None,936,915,21
SFT_00873,MCH_L1_02,2023-10-19 00:00:00,Shift A (Morning),480,480,0,None,859,838,21
SFT_00874,MCH_L1_04,2023-10-19 08:00:00,Shift B (Evening),480,480,0,None,898,864,34
SFT_00875,MCH_L1_05,2023-10-19 16:00:00,Shift C (Night),480,480,0,None,899,884,15
SFT_00876,MCH_L3_05,2023-10-20 00:00:00,Shift A (Morning),480,480,0,None,917,895,22
SFT_00877,MCH_L2_04,2023-10-20 08:00:00,Shift B (Evening),480,480,0,None,862,837,25
SFT_00878,MCH_L2_01,2023-10-20 16:00:00,Shift C (Night),480,480,0,None,849,808,41
SFT_00879,MCH_L2_02,2023-10-21 00:00:00,Shift A (Morning),480,480,0,None,938,915,23
SFT_00880,MCH_L3_01,2023-10-21 08:00:00,Shift B (Evening),480,480,0,None,862,844,18
SFT_00881,MCH_L1_05,2023-10-21 16:00:00,Shift C (Night),480,480,0,None,870,857,13
SFT_00882,MCH_L3_04,2023-10-22 00:00:00,Shift A (Morning),480,480,0,None,885,872,13
SFT_00883,MCH_L2_02,2023-10-22 08:00:00,Shift B (Evening),480,480,0,None,908,866,42
SFT_00884,MCH_L1_01,2023-10-22 16:00:00,Shift C (Night),480,480,0,None,866,830,36
SFT_00885,MCH_L3_02,2023-10-23 00:00:00,Shift A (Morning),480,480,0,None,908,888,20
SFT_00886,MCH_L3_02,2023-10-23 08:00:00,Shift B (Evening),480,423,57,Material Starvation,781,769,12
SFT_00887,MCH_L3_02,2023-10-23 16:00:00,Shift C (Night),480,480,0,None,871,837,34
SFT_00888,MCH_L3_01,2023-10-24 00:00:00,Shift A (Morning),480,480,0,None,921,893,28
SFT_00889,MCH_L2_03,2023-10-24 08:00:00,Shift B (Evening),480,480,0,None,919,877,42
SFT_00890,MCH_L1_05,2023-10-24 16:00:00,Shift C (Night),480,460,20,Tool Breakdown,851,811,40
SFT_00891,MCH_L1_04,2023-10-25 00:00:00,Shift A (Morning),480,480,0,None,894,865,29
SFT_00892,MCH_L1_04,2023-10-25 08:00:00,Shift B (Evening),480,480,0,None,912,901,11
SFT_00893,MCH_L3_02,2023-10-25 16:00:00,Shift C (Night),480,480,0,None,850,827,23
SFT_00894,MCH_L3_01,2023-10-26 00:00:00,Shift A (Morning),480,480,0,None,869,838,31
SFT_00895,MCH_L1_03,2023-10-26 08:00:00,Shift B (Evening),480,473,7,Material Starvation,902,888,14
SFT_00896,MCH_L2_03,2023-10-26 16:00:00,Shift C (Night),480,480,0,None,897,875,22
SFT_00897,MCH_L2_04,2023-10-27 00:00:00,Shift A (Morning),480,480,0,None,882,850,32
SFT_00898,MCH_L3_04,2023-10-27 08:00:00,Shift B (Evening),480,480,0,None,861,826,35
SFT_00899,MCH_L1_05,2023-10-27 16:00:00,Shift C (Night),480,480,0,None,897,855,42
SFT_00900,MCH_L1_02,2023-10-28 00:00:00,Shift A (Morning),480,480,0,None,922,888,34
SFT_00901,MCH_L1_02,2023-10-28 08:00:00,Shift B (Evening),480,480,0,None,861,850,11
SFT_00902,MCH_L2_04,2023-10-28 16:00:00,Shift C (Night),480,431,49,Tool Breakdown,807,789,18
SFT_00903,MCH_L1_05,2023-10-29 00:00:00,Shift A (Morning),480,474,6,Tool Breakdown,924,878,46
SFT_00904,MCH_L3_04,2023-10-29 08:00:00,Shift B (Evening),480,480,0,None,863,839,24
SFT_00905,MCH_L3_01,2023-10-29 16:00:00,Shift C (Night),480,480,0,None,877,843,34
SFT_00906,MCH_L2_03,2023-10-30 00:00:00,Shift A (Morning),480,480,0,None,882,846,36
SFT_00907,MCH_L1_05,2023-10-30 08:00:00,Shift B (Evening),480,480,0,None,927,905,22
SFT_00908,MCH_L1_03,2023-10-30 16:00:00,Shift C (Night),480,480,0,None,925,899,26
SFT_00909,MCH_L2_02,2023-10-31 00:00:00,Shift A (Morning),480,462,18,Calibration Lag,860,821,39
SFT_00910,MCH_L1_01,2023-10-31 08:00:00,Shift B (Evening),480,480,0,None,855,833,22
SFT_00911,MCH_L3_04,2023-10-31 16:00:00,Shift C (Night),480,480,0,None,918,894,24
SFT_00912,MCH_L1_01,2023-11-01 00:00:00,Shift A (Morning),480,448,32,Material Starvation,805,782,23
SFT_00913,MCH_L2_03,2023-11-01 08:00:00,Shift B (Evening),480,480,0,None,914,873,41
SFT_00914,MCH_L2_04,2023-11-01 16:00:00,Shift C (Night),480,439,41,Tool Breakdown,803,781,22
SFT_00915,MCH_L2_01,2023-11-02 00:00:00,Shift A (Morning),480,480,0,None,892,867,25
SFT_00916,MCH_L3_03,2023-11-02 08:00:00,Shift B (Evening),480,480,0,None,890,865,25
SFT_00917,MCH_L3_05,2023-11-02 16:00:00,Shift C (Night),480,401,79,Pressure Loss,725,715,10
SFT_00918,MCH_L2_01,2023-11-03 00:00:00,Shift A (Morning),480,480,0,None,865,851,14
SFT_00919,MCH_L2_02,2023-11-03 08:00:00,Shift B (Evening),480,480,0,None,886,862,24
SFT_00920,MCH_L3_04,2023-11-03 16:00:00,Shift C (Night),480,480,0,None,860,841,19
SFT_00921,MCH_L3_03,2023-11-04 00:00:00,Shift A (Morning),480,480,0,None,876,863,13
SFT_00922,MCH_L3_03,2023-11-04 08:00:00,Shift B (Evening),480,411,69,Material Starvation,749,731,18
SFT_00923,MCH_L2_05,2023-11-04 16:00:00,Shift C (Night),480,431,49,Calibration Lag,823,792,31
SFT_00924,MCH_L1_04,2023-11-05 00:00:00,Shift A (Morning),480,480,0,None,846,826,20
SFT_00925,MCH_L3_05,2023-11-05 08:00:00,Shift B (Evening),480,480,0,None,872,849,23
SFT_00926,MCH_L2_04,2023-11-05 16:00:00,Shift C (Night),480,480,0,None,859,837,22
SFT_00927,MCH_L2_01,2023-11-06 00:00:00,Shift A (Morning),480,480,0,None,868,837,31
SFT_00928,MCH_L1_01,2023-11-06 08:00:00,Shift B (Evening),480,480,0,None,882,842,40
SFT_00929,MCH_L3_05,2023-11-06 16:00:00,Shift C (Night),480,356,124,Tool Breakdown,632,619,13
SFT_00930,MCH_L3_01,2023-11-07 00:00:00,Shift A (Morning),480,480,0,None,901,889,12
SFT_00931,MCH_L3_02,2023-11-07 08:00:00,Shift B (Evening),480,480,0,None,861,836,25
SFT_00932,MCH_L2_01,2023-11-07 16:00:00,Shift C (Night),480,480,0,None,877,844,33
SFT_00933,MCH_L2_02,2023-11-08 00:00:00,Shift A (Morning),480,480,0,None,901,862,39
SFT_00934,MCH_L3_05,2023-11-08 08:00:00,Shift B (Evening),480,480,0,None,846,826,20
SFT_00935,MCH_L2_03,2023-11-08 16:00:00,Shift C (Night),480,480,0,None,851,839,12
SFT_00936,MCH_L1_05,2023-11-09 00:00:00,Shift A (Morning),480,469,11,Material Starvation,897,865,32
SFT_00937,MCH_L1_02,2023-11-09 08:00:00,Shift B (Evening),480,480,0,None,875,838,37
SFT_00938,MCH_L3_04,2023-11-09 16:00:00,Shift C (Night),480,480,0,None,871,849,22
SFT_00939,MCH_L3_02,2023-11-10 00:00:00,Shift A (Morning),480,453,27,Pressure Loss,857,838,19
SFT_00940,MCH_L1_01,2023-11-10 08:00:00,Shift B (Evening),480,480,0,None,875,851,24
SFT_00941,MCH_L1_04,2023-11-10 16:00:00,Shift C (Night),480,480,0,None,901,859,42
SFT_00942,MCH_L2_03,2023-11-11 00:00:00,Shift A (Morning),480,457,23,Tool Breakdown,819,782,37
SFT_00943,MCH_L2_03,2023-11-11 08:00:00,Shift B (Evening),480,480,0,None,892,852,40
SFT_00944,MCH_L2_05,2023-11-11 16:00:00,Shift C (Night),480,480,0,None,848,814,34
SFT_00945,MCH_L2_05,2023-11-12 00:00:00,Shift A (Morning),480,480,0,None,915,883,32
SFT_00946,MCH_L1_01,2023-11-12 08:00:00,Shift B (Evening),480,471,9,Pressure Loss,912,881,31
SFT_00947,MCH_L3_02,2023-11-12 16:00:00,Shift C (Night),480,405,75,Tool Breakdown,769,753,16
SFT_00948,MCH_L1_02,2023-11-13 00:00:00,Shift A (Morning),480,480,0,None,858,816,42
SFT_00949,MCH_L3_05,2023-11-13 08:00:00,Shift B (Evening),480,480,0,None,880,859,21
SFT_00950,MCH_L3_03,2023-11-13 16:00:00,Shift C (Night),480,458,22,Calibration Lag,893,873,20
SFT_00951,MCH_L2_01,2023-11-14 00:00:00,Shift A (Morning),480,480,0,None,933,888,45
SFT_00952,MCH_L3_01,2023-11-14 08:00:00,Shift B (Evening),480,480,0,None,861,842,19
SFT_00953,MCH_L3_01,2023-11-14 16:00:00,Shift C (Night),480,480,0,None,888,855,33
SFT_00954,MCH_L1_03,2023-11-15 00:00:00,Shift A (Morning),480,480,0,None,927,911,16
SFT_00955,MCH_L3_05,2023-11-15 08:00:00,Shift B (Evening),480,480,0,None,860,823,37
SFT_00956,MCH_L1_05,2023-11-15 16:00:00,Shift C (Night),480,480,0,None,899,876,23
SFT_00957,MCH_L1_03,2023-11-16 00:00:00,Shift A (Morning),480,480,0,None,872,854,18
SFT_00958,MCH_L1_01,2023-11-16 08:00:00,Shift B (Evening),480,480,0,None,927,912,15
SFT_00959,MCH_L2_03,2023-11-16 16:00:00,Shift C (Night),480,480,0,None,868,858,10
SFT_00960,MCH_L2_03,2023-11-17 00:00:00,Shift A (Morning),480,480,0,None,884,845,39
SFT_00961,MCH_L1_01,2023-11-17 08:00:00,Shift B (Evening),480,480,0,None,890,859,31
SFT_00962,MCH_L3_02,2023-11-17 16:00:00,Shift C (Night),480,368,112,Calibration Lag,657,641,16
SFT_00963,MCH_L1_03,2023-11-18 00:00:00,Shift A (Morning),480,480,0,None,856,827,29
SFT_00964,MCH_L2_03,2023-11-18 08:00:00,Shift B (Evening),480,480,0,None,911,892,19
SFT_00965,MCH_L3_01,2023-11-18 16:00:00,Shift C (Night),480,480,0,None,939,930,9
SFT_00966,MCH_L2_02,2023-11-19 00:00:00,Shift A (Morning),480,480,0,None,909,867,42
SFT_00967,MCH_L3_03,2023-11-19 08:00:00,Shift B (Evening),480,480,0,None,883,840,43
SFT_00968,MCH_L3_01,2023-11-19 16:00:00,Shift C (Night),480,480,0,None,939,893,46
SFT_00969,MCH_L1_05,2023-11-20 00:00:00,Shift A (Morning),480,480,0,None,925,908,17
SFT_00970,MCH_L2_01,2023-11-20 08:00:00,Shift B (Evening),480,465,15,Tool Breakdown,905,892,13
SFT_00971,MCH_L1_03,2023-11-20 16:00:00,Shift C (Night),480,387,93,Calibration Lag,726,691,35
SFT_00972,MCH_L1_04,2023-11-21 00:00:00,Shift A (Morning),480,475,5,Tool Breakdown,899,887,12
SFT_00973,MCH_L3_04,2023-11-21 08:00:00,Shift B (Evening),480,468,12,Pressure Loss,883,856,27
SFT_00974,MCH_L1_04,2023-11-21 16:00:00,Shift C (Night),480,480,0,None,861,822,39
SFT_00975,MCH_L2_03,2023-11-22 00:00:00,Shift A (Morning),480,480,0,None,931,898,33
SFT_00976,MCH_L3_05,2023-11-22 08:00:00,Shift B (Evening),480,429,51,Tool Breakdown,822,795,27
SFT_00977,MCH_L3_01,2023-11-22 16:00:00,Shift C (Night),480,381,99,Material Starvation,693,684,9
SFT_00978,MCH_L2_03,2023-11-23 00:00:00,Shift A (Morning),480,480,0,None,928,890,38
SFT_00979,MCH_L3_02,2023-11-23 08:00:00,Shift B (Evening),480,480,0,None,889,876,13
SFT_00980,MCH_L3_04,2023-11-23 16:00:00,Shift C (Night),480,480,0,None,899,859,40
SFT_00981,MCH_L3_03,2023-11-24 00:00:00,Shift A (Morning),480,480,0,None,898,863,35
SFT_00982,MCH_L3_02,2023-11-24 08:00:00,Shift B (Evening),480,480,0,None,905,861,44
SFT_00983,MCH_L3_01,2023-11-24 16:00:00,Shift C (Night),480,480,0,None,925,895,30
SFT_00984,MCH_L1_04,2023-11-25 00:00:00,Shift A (Morning),480,480,0,None,912,874,38
SFT_00985,MCH_L2_05,2023-11-25 08:00:00,Shift B (Evening),480,461,19,Tool Breakdown,833,803,30
SFT_00986,MCH_L2_05,2023-11-25 16:00:00,Shift C (Night),480,480,0,None,924,909,15
SFT_00987,MCH_L2_03,2023-11-26 00:00:00,Shift A (Morning),480,480,0,None,928,907,21
SFT_00988,MCH_L1_02,2023-11-26 08:00:00,Shift B (Evening),480,480,0,None,938,929,9
SFT_00989,MCH_L1_03,2023-11-26 16:00:00,Shift C (Night),480,427,53,Tool Breakdown,818,788,30
SFT_00990,MCH_L2_04,2023-11-27 00:00:00,Shift A (Morning),480,480,0,None,885,852,33
SFT_00991,MCH_L1_05,2023-11-27 08:00:00,Shift B (Evening),480,480,0,None,932,886,46
SFT_00992,MCH_L3_01,2023-11-27 16:00:00,Shift C (Night),480,480,0,None,926,885,41
SFT_00993,MCH_L1_02,2023-11-28 00:00:00,Shift A (Morning),480,480,0,None,857,847,10
SFT_00994,MCH_L1_02,2023-11-28 08:00:00,Shift B (Evening),480,480,0,None,852,817,35
SFT_00995,MCH_L2_04,2023-11-28 16:00:00,Shift C (Night),480,480,0,None,889,877,12
SFT_00996,MCH_L1_04,2023-11-29 00:00:00,Shift A (Morning),480,480,0,None,906,893,13
SFT_00997,MCH_L2_04,2023-11-29 08:00:00,Shift B (Evening),480,480,0,None,888,875,13
SFT_00998,MCH_L2_03,2023-11-29 16:00:00,Shift C (Night),480,480,0,None,923,909,14
SFT_00999,MCH_L1_05,2023-11-30 00:00:00,Shift A (Morning),480,480,0,None,912,883,29
SFT_01000,MCH_L3_01,2023-11-30 08:00:00,Shift B (Evening),480,468,12,Tool Breakdown,897,888,9
SFT_01001,MCH_L2_05,2023-11-30 16:00:00,Shift C (Night),480,477,3,Pressure Loss,924,883,41
SFT_01002,MCH_L1_04,2023-12-01 00:00:00,Shift A (Morning),480,480,0,None,874,845,29
SFT_01003,MCH_L3_05,2023-12-01 08:00:00,Shift B (Evening),480,480,0,None,852,825,27
SFT_01004,MCH_L2_02,2023-12-01 16:00:00,Shift C (Night),480,466,14,Calibration Lag,870,860,10
SFT_01005,MCH_L1_04,2023-12-02 00:00:00,Shift A (Morning),480,480,0,None,895,854,41
SFT_01006,MCH_L3_01,2023-12-02 08:00:00,Shift B (Evening),480,480,0,None,901,890,11
SFT_01007,MCH_L3_04,2023-12-02 16:00:00,Shift C (Night),480,480,0,None,905,860,45
SFT_01008,MCH_L2_05,2023-12-03 00:00:00,Shift A (Morning),480,439,41,Tool Breakdown,813,788,25
SFT_01009,MCH_L3_05,2023-12-03 08:00:00,Shift B (Evening),480,480,0,None,881,856,25
SFT_01010,MCH_L3_01,2023-12-03 16:00:00,Shift C (Night),480,408,72,Calibration Lag,729,702,27
SFT_01011,MCH_L2_03,2023-12-04 00:00:00,Shift A (Morning),480,391,89,Tool Breakdown,744,736,8
SFT_01012,MCH_L2_03,2023-12-04 08:00:00,Shift B (Evening),480,480,0,None,913,900,13
SFT_01013,MCH_L2_05,2023-12-04 16:00:00,Shift C (Night),480,480,0,None,894,853,41
SFT_01014,MCH_L2_04,2023-12-05 00:00:00,Shift A (Morning),480,480,0,None,915,887,28
SFT_01015,MCH_L3_04,2023-12-05 08:00:00,Shift B (Evening),480,480,0,None,904,886,18
SFT_01016,MCH_L2_05,2023-12-05 16:00:00,Shift C (Night),480,480,0,None,906,882,24
SFT_01017,MCH_L3_02,2023-12-06 00:00:00,Shift A (Morning),480,463,17,Calibration Lag,832,800,32
SFT_01018,MCH_L3_02,2023-12-06 08:00:00,Shift B (Evening),480,479,1,Calibration Lag,868,853,15
SFT_01019,MCH_L3_05,2023-12-06 16:00:00,Shift C (Night),480,471,9,Pressure Loss,864,846,18
SFT_01020,MCH_L2_04,2023-12-07 00:00:00,Shift A (Morning),480,480,0,None,865,840,25
SFT_01021,MCH_L3_04,2023-12-07 08:00:00,Shift B (Evening),480,480,0,None,937,908,29
SFT_01022,MCH_L1_03,2023-12-07 16:00:00,Shift C (Night),480,412,68,Tool Breakdown,780,744,36
SFT_01023,MCH_L3_03,2023-12-08 00:00:00,Shift A (Morning),480,480,0,None,913,872,41
SFT_01024,MCH_L3_03,2023-12-08 08:00:00,Shift B (Evening),480,480,0,None,899,867,32
SFT_01025,MCH_L2_02,2023-12-08 16:00:00,Shift C (Night),480,480,0,None,861,833,28
SFT_01026,MCH_L1_03,2023-12-09 00:00:00,Shift A (Morning),480,480,0,None,940,924,16
SFT_01027,MCH_L1_01,2023-12-09 08:00:00,Shift B (Evening),480,475,5,Pressure Loss,866,854,12
SFT_01028,MCH_L3_02,2023-12-09 16:00:00,Shift C (Night),480,340,140,Tool Breakdown,655,644,11
SFT_01029,MCH_L2_04,2023-12-10 00:00:00,Shift A (Morning),480,480,0,None,875,856,19
SFT_01030,MCH_L2_01,2023-12-10 08:00:00,Shift B (Evening),480,480,0,None,911,871,40
SFT_01031,MCH_L1_01,2023-12-10 16:00:00,Shift C (Night),480,480,0,None,908,894,14
SFT_01032,MCH_L3_05,2023-12-11 00:00:00,Shift A (Morning),480,372,108,Pressure Loss,674,664,10
SFT_01033,MCH_L2_03,2023-12-11 08:00:00,Shift B (Evening),480,480,0,None,882,867,15
SFT_01034,MCH_L3_01,2023-12-11 16:00:00,Shift C (Night),480,480,0,None,859,839,20
SFT_01035,MCH_L1_05,2023-12-12 00:00:00,Shift A (Morning),480,480,0,None,845,810,35
SFT_01036,MCH_L3_02,2023-12-12 08:00:00,Shift B (Evening),480,434,46,Pressure Loss,803,769,34
SFT_01037,MCH_L2_01,2023-12-12 16:00:00,Shift C (Night),480,480,0,None,937,915,22
SFT_01038,MCH_L1_03,2023-12-13 00:00:00,Shift A (Morning),480,480,0,None,924,906,18
SFT_01039,MCH_L1_03,2023-12-13 08:00:00,Shift B (Evening),480,480,0,None,882,853,29
