log_id,machine_id,timestamp,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_minutes,failure_type,machine_failed
LOG_0006294,MCH_L2_05,2023-05-12 02:30:00,301.19,311.03,1563,54.52,16,No Failure,0
LOG_0006295,MCH_L1_04,2023-05-12 03:00:00,298.5,310.34,1612,33.31,43,No Failure,0
LOG_0006296,MCH_L2_05,2023-05-12 03:30:00,298.09,305.18,1522,28.82,218,No Failure,0
LOG_0006297,MCH_L1_05,2023-05-12 04:00:00,299.82,309.92,1574,42.13,170,No Failure,0
LOG_0006298,MCH_L1_05,2023-05-12 04:30:00,303.01,311.91,1508,24.19,103,No Failure,0
LOG_0006299,MCH_L2_01,2023-05-12 05:00:00,296.71,306.03,1575,49.21,88,No Failure,0
LOG_0006300,MCH_L3_04,2023-05-12 05:30:00,300.03,310.85,1448,41.46,203,No Failure,0
LOG_0006301,MCH_L2_05,2023-05-12 06:00:00,301.84,312.46,1421,34.02,106,No Failure,0
LOG_0006302,MCH_L3_02,2023-05-12 06:30:00,302.32,312.73,1286,48.52,117,No Failure,0
LOG_0006303,MCH_L2_05,2023-05-12 07:00:00,301.83,310.32,1552,38.85,228,No Failure,0
LOG_0006304,MCH_L3_03,2023-05-12 07:30:00,296.46,307.88,1458,40.3,231,No Failure,0
LOG_0006305,MCH_L3_03,2023-05-12 08:00:00,302.83,311.78,1544,45.33,43,Overstrain,1
LOG_0006306,MCH_L3_01,2023-05-12 08:30:00,300.17,311.83,1461,34.64,165,No Failure,0
LOG_0006307,MCH_L2_01,2023-05-12 09:00:00,297.29,306.51,1648,31.03,168,No Failure,0
LOG_0006308,MCH_L2_03,2023-05-12 09:30:00,299.94,311.18,1480,38.89,152,No Failure,0
LOG_0006309,MCH_L2_03,2023-05-12 10:00:00,295.1,305.22,1425,28.51,48,No Failure,0
LOG_0006310,MCH_L3_01,2023-05-12 10:30:00,301.45,309.44,1452,36.34,59,No Failure,0
LOG_0006311,MCH_L2_04,2023-05-12 11:00:00,299.68,309.25,1560,31.49,1,No Failure,0
LOG_0006312,MCH_L2_03,2023-05-12 11:30:00,296.82,308.86,1850,37.35,64,No Failure,0
LOG_0006313,MCH_L3_03,2023-05-12 12:00:00,299.27,310.26,1664,32.38,113,No Failure,0
LOG_0006314,MCH_L3_01,2023-05-12 12:30:00,298.23,307.71,1355,37.1,2,No Failure,0
LOG_0006315,MCH_L1_02,2023-05-12 13:00:00,298.39,309.95,1528,48.73,92,No Failure,0
LOG_0006316,MCH_L3_04,2023-05-12 13:30:00,294.35,304.69,1405,33.69,141,Power Failure,1
LOG_0006317,MCH_L3_04,2023-05-12 14:00:00,295.82,307.79,1452,43.27,172,Tool Wear,1
LOG_0006318,MCH_L3_02,2023-05-12 14:30:00,299.43,309.33,1463,24.63,161,No Failure,0
LOG_0006319,MCH_L2_05,2023-05-12 15:00:00,299.0,308.65,1489,37.2,213,No Failure,0
LOG_0006320,MCH_L3_02,2023-05-12 15:30:00,302.43,313.62,1605,32.99,163,No Failure,0
LOG_0006321,MCH_L3_01,2023-05-12 16:00:00,298.42,308.72,1468,40.49,14,No Failure,0
LOG_0006322,MCH_L3_05,2023-05-12 16:30:00,298.68,309.35,1520,35.3,36,No Failure,0
LOG_0006323,MCH_L1_01,2023-05-12 17:00:00,298.8,307.76,1499,47.35,137,No Failure,0
LOG_0006324,MCH_L2_05,2023-05-12 17:30:00,299.51,310.92,1416,36.99,8,No Failure,0
LOG_0006325,MCH_L1_02,2023-05-12 18:00:00,300.23,311.41,1435,49.56,49,No Failure,0
LOG_0006326,MCH_L1_02,2023-05-12 18:30:00,298.98,310.6,1426,22.22,162,No Failure,0
LOG_0006327,MCH_L3_02,2023-05-12 19:00:00,301.43,309.8,1579,40.34,45,No Failure,0
LOG_0006328,MCH_L1_03,2023-05-12 19:30:00,305.75,314.35,1455,41.14,105,No Failure,0
LOG_0006329,MCH_L2_05,2023-05-12 20:00:00,297.94,307.04,1712,32.05,80,No Failure,0
LOG_0006330,MCH_L2_02,2023-05-12 20:30:00,300.98,310.69,1406,40.01,46,No Failure,0
LOG_0006331,MCH_L1_02,2023-05-12 21:00:00,300.07,308.47,1405,44.1,17,No Failure,0
LOG_0006332,MCH_L3_04,2023-05-12 21:30:00,302.62,313.38,1371,49.24,112,No Failure,0
LOG_0006333,MCH_L1_01,2023-05-12 22:00:00,300.51,309.98,1487,37.57,152,No Failure,0
LOG_0006334,MCH_L3_04,2023-05-12 22:30:00,298.18,309.69,1435,36.27,162,No Failure,0
LOG_0006335,MCH_L2_01,2023-05-12 23:00:00,297.09,309.61,1457,34.89,207,Power Failure,1
LOG_0006336,MCH_L2_04,2023-05-12 23:30:00,301.53,310.82,1622,40.42,50,No Failure,0
LOG_0006337,MCH_L3_05,2023-05-13 00:00:00,297.29,306.37,1479,32.05,108,No Failure,0
LOG_0006338,MCH_L1_03,2023-05-13 00:30:00,302.96,313.86,1454,46.38,88,No Failure,0
LOG_0006339,MCH_L2_01,2023-05-13 01:00:00,301.38,311.5,1534,26.21,182,No Failure,0
LOG_0006340,MCH_L1_03,2023-05-13 01:30:00,300.22,310.66,1522,39.45,15,No Failure,0
LOG_0006341,MCH_L3_04,2023-05-13 02:00:00,296.72,308.32,1590,28.27,232,No Failure,0
LOG_0006342,MCH_L3_03,2023-05-13 02:30:00,301.69,311.36,1600,39.59,87,No Failure,0
LOG_0006343,MCH_L1_01,2023-05-13 03:00:00,304.04,312.76,1554,46.87,11,No Failure,0
LOG_0006344,MCH_L3_04,2023-05-13 03:30:00,298.94,307.46,1612,41.57,98,No Failure,0
LOG_0006345,MCH_L3_03,2023-05-13 04:00:00,298.15,307.94,1418,34.88,58,No Failure,0
LOG_0006346,MCH_L3_02,2023-05-13 04:30:00,299.77,309.35,1485,46.09,72,Tool Wear,1
LOG_0006347,MCH_L1_05,2023-05-13 05:00:00,301.17,312.21,1514,16.75,111,No Failure,0
LOG_0006348,MCH_L2_05,2023-05-13 05:30:00,298.67,310.34,1510,39.43,164,No Failure,0
LOG_0006349,MCH_L3_04,2023-05-13 06:00:00,302.25,313.92,1869,32.93,31,Tool Wear,1
LOG_0006350,MCH_L3_03,2023-05-13 06:30:00,304.78,313.94,1631,44.2,184,No Failure,0
LOG_0006351,MCH_L3_01,2023-05-13 07:00:00,300.83,309.87,1627,18.49,210,No Failure,0
LOG_0006352,MCH_L1_04,2023-05-13 07:30:00,299.19,307.01,1465,36.04,21,No Failure,0
LOG_0006353,MCH_L2_02,2023-05-13 08:00:00,301.1,311.1,1491,34.53,172,No Failure,0
LOG_0006354,MCH_L2_01,2023-05-13 08:30:00,302.94,314.0,1591,47.69,97,Overstrain,1
LOG_0006355,MCH_L2_05,2023-05-13 09:00:00,300.4,309.55,1680,33.27,82,No Failure,0
LOG_0006356,MCH_L2_02,2023-05-13 09:30:00,301.21,309.43,1397,38.11,11,No Failure,0
LOG_0006357,MCH_L1_05,2023-05-13 10:00:00,301.76,314.02,1443,40.6,209,No Failure,0
LOG_0006358,MCH_L3_05,2023-05-13 10:30:00,297.81,306.96,1476,39.8,4,No Failure,0
LOG_0006359,MCH_L3_05,2023-05-13 11:00:00,301.15,311.02,1531,39.63,25,No Failure,0
LOG_0006360,MCH_L1_04,2023-05-13 11:30:00,296.65,306.09,1592,40.52,115,No Failure,0
LOG_0006361,MCH_L2_02,2023-05-13 12:00:00,298.35,306.75,1586,40.0,90,No Failure,0
LOG_0006362,MCH_L2_02,2023-05-13 12:30:00,302.86,313.94,1554,60.2,19,No Failure,0
LOG_0006363,MCH_L2_01,2023-05-13 13:00:00,302.18,310.08,1408,24.76,188,No Failure,0
LOG_0006364,MCH_L2_03,2023-05-13 13:30:00,299.32,310.67,1479,33.27,135,No Failure,0
LOG_0006365,MCH_L1_04,2023-05-13 14:00:00,304.26,314.58,1339,39.6,189,No Failure,0
LOG_0006366,MCH_L2_05,2023-05-13 14:30:00,296.72,306.4,1617,49.46,181,No Failure,0
LOG_0006367,MCH_L1_05,2023-05-13 15:00:00,299.49,309.19,1504,48.11,79,No Failure,0
LOG_0006368,MCH_L1_04,2023-05-13 15:30:00,300.69,311.24,1360,48.82,57,No Failure,0
LOG_0006369,MCH_L3_02,2023-05-13 16:00:00,292.98,302.21,1782,39.7,193,No Failure,0
LOG_0006370,MCH_L1_01,2023-05-13 16:30:00,299.61,309.82,1194,50.55,172,No Failure,0
LOG_0006371,MCH_L3_02,2023-05-13 17:00:00,297.19,306.12,1492,34.91,192,No Failure,0
LOG_0006372,MCH_L2_03,2023-05-13 17:30:00,297.25,304.67,1657,47.78,4,No Failure,0
LOG_0006373,MCH_L1_01,2023-05-13 18:00:00,299.32,310.06,1441,41.61,158,No Failure,0
LOG_0006374,MCH_L1_05,2023-05-13 18:30:00,295.44,308.36,1519,41.76,22,No Failure,0
LOG_0006375,MCH_L3_05,2023-05-13 19:00:00,297.98,308.66,1557,28.77,148,No Failure,0
LOG_0006376,MCH_L2_01,2023-05-13 19:30:00,295.49,305.43,1225,24.95,139,No Failure,0
LOG_0006377,MCH_L2_01,2023-05-13 20:00:00,300.31,309.83,1369,37.53,3,No Failure,0
LOG_0006378,MCH_L3_03,2023-05-13 20:30:00,300.26,309.82,1492,39.21,36,No Failure,0
LOG_0006379,MCH_L1_05,2023-05-13 21:00:00,299.13,308.65,1490,30.47,74,No Failure,0
LOG_0006380,MCH_L1_03,2023-05-13 21:30:00,302.49,312.73,1338,47.87,233,No Failure,0
LOG_0006381,MCH_L3_05,2023-05-13 22:00:00,299.26,306.4,1497,33.0,103,No Failure,0
LOG_0006382,MCH_L1_05,2023-05-13 22:30:00,299.94,306.87,1564,44.89,116,No Failure,0
LOG_0006383,MCH_L3_02,2023-05-13 23:00:00,297.73,308.27,1654,37.5,136,No Failure,0
LOG_0006384,MCH_L2_03,2023-05-13 23:30:00,294.24,304.0,1524,46.64,25,No Failure,0
LOG_0006385,MCH_L3_04,2023-05-14 00:00:00,299.64,308.46,1390,29.82,230,No Failure,0
LOG_0006386,MCH_L1_02,2023-05-14 00:30:00,299.31,308.09,1568,26.36,26,No Failure,0
LOG_0006387,MCH_L2_01,2023-05-14 01:00:00,304.27,313.6,1582,44.58,220,No Failure,0
LOG_0006388,MCH_L2_04,2023-05-14 01:30:00,301.67,311.17,1480,47.25,237,No Failure,0
LOG_0006389,MCH_L2_03,2023-05-14 02:00:00,298.97,310.68,1454,42.68,234,No Failure,0
LOG_0006390,MCH_L3_04,2023-05-14 02:30:00,300.35,309.07,1445,32.49,189,No Failure,0
LOG_0006391,MCH_L3_01,2023-05-14 03:00:00,302.27,313.19,1575,45.75,177,No Failure,0
LOG_0006392,MCH_L2_03,2023-05-14 03:30:00,301.29,312.0,1483,44.83,88,Heat Dissipation,1
LOG_0006393,MCH_L2_03,2023-05-14 04:00:00,304.17,313.92,1540,30.3,81,No Failure,0
LOG_0006394,MCH_L3_05,2023-05-14 04:30:00,298.03,308.95,1410,43.82,221,No Failure,0
LOG_0006395,MCH_L3_03,2023-05-14 05:00:00,302.44,312.97,1508,41.21,199,No Failure,0
LOG_0006396,MCH_L2_02,2023-05-14 05:30:00,298.94,307.43,1367,40.89,129,No Failure,0
LOG_0006397,MCH_L2_03,2023-05-14 06:00:00,300.48,309.77,1429,28.24,213,No Failure,0
LOG_0006398,MCH_L3_03,2023-05-14 06:30:00,298.61,309.08,1505,46.99,212,No Failure,0
LOG_0006399,MCH_L2_01,2023-05-14 07:00:00,299.64,308.92,1410,35.39,126,No Failure,0
LOG_0006400,MCH_L1_02,2023-05-14 07:30:00,300.53,311.26,1452,34.49,102,No Failure,0
LOG_0006401,MCH_L1_02,2023-05-14 08:00:00,301.48,312.88,1591,43.87,153,No Failure,0
LOG_0006402,MCH_L2_03,2023-05-14 08:30:00,300.15,310.12,1464,38.14,92,No Failure,0
LOG_0006403,MCH_L3_01,2023-05-14 09:00:00,293.78,303.05,1456,27.8,196,No Failure,0
LOG_0006404,MCH_L1_01,2023-05-14 09:30:00,299.81,308.95,1393,53.0,45,No Failure,0
LOG_0006405,MCH_L2_01,2023-05-14 10:00:00,303.68,313.24,1437,41.94,205,No Failure,0
LOG_0006406,MCH_L3_03,2023-05-14 10:30:00,299.79,309.27,1499,39.83,190,No Failure,0
LOG_0006407,MCH_L2_01,2023-05-14 11:00:00,303.75,314.79,1575,39.73,226,No Failure,0
LOG_0006408,MCH_L3_01,2023-05-14 11:30:00,299.7,309.0,1315,40.13,69,No Failure,0
LOG_0006409,MCH_L1_04,2023-05-14 12:00:00,296.07,305.86,1596,40.82,150,No Failure,0
LOG_0006410,MCH_L3_02,2023-05-14 12:30:00,298.92,309.86,1454,49.7,144,No Failure,0
LOG_0006411,MCH_L3_01,2023-05-14 13:00:00,298.6,308.2,1488,53.44,87,No Failure,0
LOG_0006412,MCH_L3_03,2023-05-14 13:30:00,299.43,308.9,1584,37.54,103,No Failure,0
LOG_0006413,MCH_L3_05,2023-05-14 14:00:00,297.04,308.09,1766,45.75,63,No Failure,0
LOG_0006414,MCH_L3_01,2023-05-14 14:30:00,299.98,311.37,1565,45.33,156,No Failure,0
LOG_0006415,MCH_L3_03,2023-05-14 15:00:00,299.18,309.23,1441,45.86,51,No Failure,0
LOG_0006416,MCH_L2_05,2023-05-14 15:30:00,303.22,315.21,1522,50.81,125,No Failure,0
LOG_0006417,MCH_L1_03,2023-05-14 16:00:00,296.97,307.17,1550,47.24,93,No Failure,0
LOG_0006418,MCH_L3_03,2023-05-14 16:30:00,300.61,311.66,1331,43.55,127,No Failure,0
LOG_0006419,MCH_L3_01,2023-05-14 17:00:00,301.03,313.38,1369,34.61,23,No Failure,0
LOG_0006420,MCH_L1_03,2023-05-14 17:30:00,301.94,311.19,1548,42.58,162,No Failure,0
LOG_0006421,MCH_L3_05,2023-05-14 18:00:00,299.09,308.46,1563,31.11,124,No Failure,0
LOG_0006422,MCH_L3_05,2023-05-14 18:30:00,300.55,311.51,1545,43.92,174,No Failure,0
LOG_0006423,MCH_L3_03,2023-05-14 19:00:00,300.88,310.69,1578,42.71,100,No Failure,0
LOG_0006424,MCH_L3_03,2023-05-14 19:30:00,295.88,304.75,1455,27.83,50,No Failure,0
LOG_0006425,MCH_L1_01,2023-05-14 20:00:00,299.18,308.76,1629,36.01,1,No Failure,0
LOG_0006426,MCH_L1_03,2023-05-14 20:30:00,299.92,308.22,1718,33.7,148,No Failure,0
LOG_0006427,MCH_L1_04,2023-05-14 21:00:00,300.21,310.24,1422,45.97,167,No Failure,0
LOG_0006428,MCH_L3_01,2023-05-14 21:30:00,300.18,310.38,1348,37.5,104,No Failure,0
LOG_0006429,MCH_L3_01,2023-05-14 22:00:00,301.09,312.39,1491,27.9,68,No Failure,0
LOG_0006430,MCH_L1_05,2023-05-14 22:30:00,304.84,316.26,1605,43.79,34,No Failure,0
LOG_0006431,MCH_L1_03,2023-05-14 23:00:00,298.51,308.13,1579,41.76,171,No Failure,0
LOG_0006432,MCH_L2_01,2023-05-14 23:30:00,300.95,313.48,1517,41.06,162,No Failure,0
LOG_0006433,MCH_L3_01,2023-05-15 00:00:00,303.25,311.96,1222,30.63,82,No Failure,0
LOG_0006434,MCH_L3_04,2023-05-15 00:30:00,295.5,303.82,1416,45.0,207,No Failure,0
LOG_0006435,MCH_L3_05,2023-05-15 01:00:00,300.67,309.18,1632,39.04,152,No Failure,0
LOG_0006436,MCH_L3_02,2023-05-15 01:30:00,295.8,304.39,1290,38.53,79,No Failure,0
LOG_0006437,MCH_L1_05,2023-05-15 02:00:00,305.46,316.37,1502,29.31,30,No Failure,0
LOG_0006438,MCH_L1_03,2023-05-15 02:30:00,301.31,313.33,1431,29.61,224,No Failure,0
LOG_0006439,MCH_L2_01,2023-05-15 03:00:00,300.97,313.04,1578,74.85,208,No Failure,0
LOG_0006440,MCH_L2_01,2023-05-15 03:30:00,295.32,303.06,1299,30.2,212,Heat Dissipation,1
LOG_0006441,MCH_L3_05,2023-05-15 04:00:00,298.74,309.77,1463,22.09,179,No Failure,0
LOG_0006442,MCH_L3_04,2023-05-15 04:30:00,298.75,310.58,1518,36.72,162,No Failure,0
LOG_0006443,MCH_L2_03,2023-05-15 05:00:00,304.42,315.62,1457,38.38,150,No Failure,0
LOG_0006444,MCH_L1_02,2023-05-15 05:30:00,301.82,311.06,1572,32.21,48,No Failure,0
LOG_0006445,MCH_L1_01,2023-05-15 06:00:00,295.87,306.07,1315,33.01,143,No Failure,0
LOG_0006446,MCH_L1_04,2023-05-15 06:30:00,301.17,310.03,1365,38.99,229,Tool Wear,1
LOG_0006447,MCH_L2_02,2023-05-15 07:00:00,296.24,307.14,1460,43.1,57,No Failure,0
LOG_0006448,MCH_L3_05,2023-05-15 07:30:00,295.93,304.17,1540,28.1,49,No Failure,0
LOG_0006449,MCH_L3_01,2023-05-15 08:00:00,301.13,311.95,1561,36.64,77,No Failure,0
LOG_0006450,MCH_L2_05,2023-05-15 08:30:00,301.86,311.01,1520,39.99,63,No Failure,0
LOG_0006451,MCH_L1_03,2023-05-15 09:00:00,301.15,311.59,1389,37.97,51,No Failure,0
LOG_0006452,MCH_L1_03,2023-05-15 09:30:00,304.7,314.4,1428,34.16,39,No Failure,0
LOG_0006453,MCH_L1_05,2023-05-15 10:00:00,300.92,310.49,1632,31.29,104,No Failure,0
LOG_0006454,MCH_L1_05,2023-05-15 10:30:00,300.43,311.57,1742,54.7,53,No Failure,0
LOG_0006455,MCH_L3_03,2023-05-15 11:00:00,296.96,308.79,1573,20.14,113,No Failure,0
LOG_0006456,MCH_L2_05,2023-05-15 11:30:00,302.14,311.1,1541,48.72,96,No Failure,0
LOG_0006457,MCH_L1_03,2023-05-15 12:00:00,295.87,306.09,1361,30.29,212,No Failure,0
LOG_0006458,MCH_L2_04,2023-05-15 12:30:00,305.05,313.75,1523,42.04,144,No Failure,0
LOG_0006459,MCH_L1_04,2023-05-15 13:00:00,302.18,311.63,1297,40.66,131,No Failure,0
LOG_0006460,MCH_L3_03,2023-05-15 13:30:00,306.97,316.1,1657,31.16,207,No Failure,0
LOG_0006461,MCH_L3_03,2023-05-15 14:00:00,300.97,309.46,1567,38.37,55,No Failure,0
LOG_0006462,MCH_L3_05,2023-05-15 14:30:00,302.3,313.57,1493,36.62,29,No Failure,0
LOG_0006463,MCH_L1_03,2023-05-15 15:00:00,299.31,309.43,1361,40.24,107,No Failure,0
LOG_0006464,MCH_L3_01,2023-05-15 15:30:00,299.89,309.23,1521,50.9,236,No Failure,0
LOG_0006465,MCH_L1_02,2023-05-15 16:00:00,297.37,307.3,1319,52.09,161,No Failure,0
LOG_0006466,MCH_L2_05,2023-05-15 16:30:00,296.38,307.82,1462,33.48,213,No Failure,0
LOG_0006467,MCH_L3_03,2023-05-15 17:00:00,300.47,311.7,1549,42.94,171,Tool Wear,1
LOG_0006468,MCH_L3_01,2023-05-15 17:30:00,299.88,310.55,1414,48.66,233,No Failure,0
LOG_0006469,MCH_L2_04,2023-05-15 18:00:00,297.31,306.51,1495,36.32,220,No Failure,0
LOG_0006470,MCH_L1_04,2023-05-15 18:30:00,297.75,307.89,1779,45.1,125,No Failure,0
LOG_0006471,MCH_L1_03,2023-05-15 19:00:00,300.08,308.77,1285,60.23,238,No Failure,0
LOG_0006472,MCH_L2_02,2023-05-15 19:30:00,297.27,307.17,1407,30.31,196,No Failure,0
LOG_0006473,MCH_L2_03,2023-05-15 20:00:00,300.89,312.06,1468,44.07,192,No Failure,0
LOG_0006474,MCH_L3_01,2023-05-15 20:30:00,297.34,308.74,1436,31.43,103,No Failure,0
LOG_0006475,MCH_L3_04,2023-05-15 21:00:00,300.64,309.87,1554,34.69,180,No Failure,0
LOG_0006476,MCH_L1_02,2023-05-15 21:30:00,297.12,308.12,1564,35.96,216,No Failure,0
LOG_0006477,MCH_L2_02,2023-05-15 22:00:00,297.13,307.88,1505,43.76,126,No Failure,0
LOG_0006478,MCH_L3_02,2023-05-15 22:30:00,294.09,303.8,1516,57.22,197,Power Failure,1
LOG_0006479,MCH_L1_05,2023-05-15 23:00:00,299.6,310.5,1284,34.93,86,No Failure,0
LOG_0006480,MCH_L3_05,2023-05-15 23:30:00,303.64,315.11,1556,48.57,32,No Failure,0
LOG_0006481,MCH_L3_01,2023-05-16 00:00:00,303.49,314.51,1523,32.33,77,No Failure,0
LOG_0006482,MCH_L1_05,2023-05-16 00:30:00,300.81,309.55,1416,36.27,233,No Failure,0
LOG_0006483,MCH_L1_03,2023-05-16 01:00:00,295.0,304.67,1694,51.16,35,No Failure,0
LOG_0006484,MCH_L1_05,2023-05-16 01:30:00,302.11,312.59,1491,48.13,17,Tool Wear,1
LOG_0006485,MCH_L3_02,2023-05-16 02:00:00,300.56,309.6,1527,36.5,118,No Failure,0
LOG_0006486,MCH_L1_02,2023-05-16 02:30:00,298.98,310.85,1495,34.85,50,No Failure,0
LOG_0006487,MCH_L1_04,2023-05-16 03:00:00,303.02,313.4,1301,43.98,184,No Failure,0
LOG_0006488,MCH_L2_01,2023-05-16 03:30:00,301.54,311.0,1378,34.44,231,No Failure,0
LOG_0006489,MCH_L1_01,2023-05-16 04:00:00,304.9,314.28,1466,35.92,171,No Failure,0
LOG_0006490,MCH_L2_05,2023-05-16 04:30:00,296.49,305.66,1617,36.59,9,No Failure,0
LOG_0006491,MCH_L1_04,2023-05-16 05:00:00,296.68,307.53,1445,38.48,236,No Failure,0
LOG_0006492,MCH_L2_01,2023-05-16 05:30:00,297.1,308.09,1524,35.04,38,No Failure,0
LOG_0006493,MCH_L2_04,2023-05-16 06:00:00,299.29,308.49,1554,26.11,183,No Failure,0
LOG_0006494,MCH_L3_04,2023-05-16 06:30:00,303.97,315.73,1404,53.19,48,No Failure,0
LOG_0006495,MCH_L3_01,2023-05-16 07:00:00,298.44,307.98,1387,46.98,57,No Failure,0
LOG_0006496,MCH_L3_01,2023-05-16 07:30:00,298.49,307.53,1418,39.26,75,No Failure,0
LOG_0006497,MCH_L3_03,2023-05-16 08:00:00,301.04,311.61,1410,33.72,101,No Failure,0
LOG_0006498,MCH_L1_02,2023-05-16 08:30:00,302.11,310.67,1369,50.23,150,No Failure,0
LOG_0006499,MCH_L3_01,2023-05-16 09:00:00,294.41,302.77,1603,43.97,134,No Failure,0
LOG_0006500,MCH_L2_02,2023-05-16 09:30:00,302.6,311.46,1570,34.49,44,No Failure,0
LOG_0006501,MCH_L2_01,2023-05-16 10:00:00,298.36,307.42,1370,44.31,109,No Failure,0
LOG_0006502,MCH_L1_02,2023-05-16 10:30:00,299.74,310.64,1520,40.69,88,No Failure,0
LOG_0006503,MCH_L2_03,2023-05-16 11:00:00,303.55,311.99,1461,41.14,54,No Failure,0
LOG_0006504,MCH_L2_02,2023-05-16 11:30:00,299.46,309.9,1485,47.33,123,No Failure,0
LOG_0006505,MCH_L3_01,2023-05-16 12:00:00,296.17,307.18,1504,44.26,182,No Failure,0
LOG_0006506,MCH_L1_05,2023-05-16 12:30:00,296.32,308.05,1322,47.26,204,No Failure,0
LOG_0006507,MCH_L3_02,2023-05-16 13:00:00,299.93,309.34,1260,55.58,165,No Failure,0
LOG_0006508,MCH_L1_05,2023-05-16 13:30:00,299.16,308.66,1502,44.96,146,No Failure,0
LOG_0006509,MCH_L2_02,2023-05-16 14:00:00,300.15,312.59,1453,59.99,108,No Failure,0
LOG_0006510,MCH_L2_04,2023-05-16 14:30:00,299.0,310.62,1473,50.15,149,No Failure,0
LOG_0006511,MCH_L3_01,2023-05-16 15:00:00,303.1,312.77,1422,37.91,232,No Failure,0
LOG_0006512,MCH_L3_05,2023-05-16 15:30:00,300.06,311.44,1498,27.13,10,No Failure,0
LOG_0006513,MCH_L2_04,2023-05-16 16:00:00,295.59,305.89,1298,50.24,233,No Failure,0
LOG_0006514,MCH_L2_04,2023-05-16 16:30:00,302.04,312.06,1503,29.02,130,No Failure,0
LOG_0006515,MCH_L2_01,2023-05-16 17:00:00,304.77,317.75,1193,41.32,146,No Failure,0
LOG_0006516,MCH_L2_05,2023-05-16 17:30:00,300.39,311.68,1411,46.14,90,No Failure,0
LOG_0006517,MCH_L2_01,2023-05-16 18:00:00,300.58,312.84,1441,30.88,134,No Failure,0
LOG_0006518,MCH_L1_03,2023-05-16 18:30:00,298.05,306.78,1278,34.65,118,No Failure,0
LOG_0006519,MCH_L1_01,2023-05-16 19:00:00,299.39,311.55,1651,30.96,228,No Failure,0
LOG_0006520,MCH_L2_02,2023-05-16 19:30:00,301.26,311.07,1488,57.55,218,Tool Wear,1
LOG_0006521,MCH_L1_04,2023-05-16 20:00:00,302.83,312.63,1408,46.24,238,No Failure,0
LOG_0006522,MCH_L1_01,2023-05-16 20:30:00,301.12,311.59,1725,33.85,33,No Failure,0
LOG_0006523,MCH_L3_05,2023-05-16 21:00:00,304.55,315.16,1526,26.91,10,No Failure,0
LOG_0006524,MCH_L2_03,2023-05-16 21:30:00,300.25,311.52,1541,32.59,229,No Failure,0
LOG_0006525,MCH_L3_02,2023-05-16 22:00:00,297.2,308.26,1471,34.66,4,No Failure,0
LOG_0006526,MCH_L2_01,2023-05-16 22:30:00,297.27,306.49,1433,35.28,70,No Failure,0
LOG_0006527,MCH_L2_01,2023-05-16 23:00:00,303.09,311.89,1522,46.73,163,Heat Dissipation,1
LOG_0006528,MCH_L1_02,2023-05-16 23:30:00,302.52,312.29,1157,28.01,4,No Failure,0
LOG_0006529,MCH_L3_05,2023-05-17 00:00:00,295.89,305.87,1272,49.24,183,No Failure,0
LOG_0006530,MCH_L1_01,2023-05-17 00:30:00,299.48,309.59,1317,24.64,132,No Failure,0
LOG_0006531,MCH_L3_03,2023-05-17 01:00:00,299.57,311.21,1210,39.36,26,No Failure,0
LOG_0006532,MCH_L3_04,2023-05-17 01:30:00,298.12,308.34,1553,34.08,92,No Failure,0
LOG_0006533,MCH_L3_04,2023-05-17 02:00:00,296.47,309.63,1405,48.45,154,No Failure,0
LOG_0006534,MCH_L1_02,2023-05-17 02:30:00,298.07,309.8,1636,52.24,159,No Failure,0
LOG_0006535,MCH_L1_04,2023-05-17 03:00:00,297.62,307.26,1464,46.87,88,No Failure,0
LOG_0006536,MCH_L1_02,2023-05-17 03:30:00,296.53,304.4,1384,43.76,233,No Failure,0
LOG_0006537,MCH_L1_01,2023-05-17 04:00:00,302.07,314.94,1472,37.72,113,No Failure,0
LOG_0006538,MCH_L2_02,2023-05-17 04:30:00,300.71,310.37,1613,51.4,97,No Failure,0
LOG_0006539,MCH_L3_01,2023-05-17 05:00:00,298.84,309.95,1450,31.49,14,No Failure,0
LOG_0006540,MCH_L3_01,2023-05-17 05:30:00,294.82,304.02,1629,43.8,104,Overstrain,1
LOG_0006541,MCH_L3_05,2023-05-17 06:00:00,299.25,311.17,1611,49.22,97,No Failure,0
LOG_0006542,MCH_L3_02,2023-05-17 06:30:00,301.3,312.32,1411,47.79,226,No Failure,0
LOG_0006543,MCH_L2_03,2023-05-17 07:00:00,298.16,306.86,1421,44.49,181,No Failure,0
LOG_0006544,MCH_L2_01,2023-05-17 07:30:00,297.13,304.78,1414,44.26,19,No Failure,0
LOG_0006545,MCH_L1_04,2023-05-17 08:00:00,299.69,309.92,1335,47.58,215,No Failure,0
LOG_0006546,MCH_L3_04,2023-05-17 08:30:00,300.84,311.44,1301,38.87,161,No Failure,0
LOG_0006547,MCH_L2_01,2023-05-17 09:00:00,295.0,305.92,1419,52.13,126,No Failure,0
LOG_0006548,MCH_L1_03,2023-05-17 09:30:00,303.39,312.46,1187,57.48,33,No Failure,0
LOG_0006549,MCH_L3_02,2023-05-17 10:00:00,296.88,306.11,1343,24.29,114,No Failure,0
LOG_0006550,MCH_L2_03,2023-05-17 10:30:00,298.94,306.67,1536,36.65,173,No Failure,0
